row	cipher_position	symbol	literal	grade	basis
P2.C03	19	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	20	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	21	47	ni	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	1	co	mo	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	2	ha	da	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	3	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C04	4	mi	fi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	5	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	6	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C04	7	ga	ha	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	8	tes	be	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	9	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	10	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C04	11	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C04	12	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	13	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C04	14	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	15	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	16	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	17	pla	ta	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	18	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C04	19	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C05	1	17	g	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C05	2	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	3	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C05	4	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C05	5	pla	ta	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	6	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	7	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	8	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	9	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	10	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	11	plo	to	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	12	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C05	13	ga	ha	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	14	7	c	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C05	15	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	16	49	nu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C05	17	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	1	ep	ce	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	2	22	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	3	plu	tu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	4	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	5	ci	mi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	6	19	l	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	7	41	le	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	8	5	f	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	9	43	lo	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	10	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	11	48	no	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	12	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	13	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	14	43	lo	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	15	47	ni	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	16	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	17	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C06	18	up	cu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C06	19	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	1	plo	to	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	2	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	3	z	a	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P2.C07	4	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	5	48	no	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	6	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	7	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	8	53	ro	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	9	54	ru	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	10	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	11	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	12	tis	bi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	13	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	14	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	15	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	16	li	xi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	17	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C07	18	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C07	19	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	1	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	2	y	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	3	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	4	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	5	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	6	ci	mi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	7	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	8	an	sa	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	9	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	10	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	11	54	ru	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	12	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	13	30	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	14	y	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	15	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	16	tus	bu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	17	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	18	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	19	39	x	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	20	g	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C08	21	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C08	22	3	d	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	1	en	se	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C09	2	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	3	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	4	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	5	35	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	6	22	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	7	it	gi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C09	8	cu	mu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C09	9	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	10	46	ne	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C09	11	33	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	12	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	13	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	14	4	d	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	15	30	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	16	38	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	17	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	18	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	19	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C09	20	39	x	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	1	24	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	2	18	l	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	3	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C10	4	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	5	g	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	6	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	7	z	a	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P2.C10	8	p	e	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P2.C10	9	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C10	10	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	11	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	12	36	x	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C10	13	g	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	14	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C10	15	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	16	un	su	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C10	17	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	18	ca	ma	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C10	19	22	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C10	20	ha	da	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	1	plu	tu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	2	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	3	48	no	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	4	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	5	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	6	54	ru	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	7	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	8	z	a	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P2.C11	9	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	10	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	11	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	12	ci	mi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	13	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	14	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	15	ga	ha	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	16	14		M	Unmapped source sign
P2.C11	17	me	fe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	18	18	l	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C11	19	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C11	20	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	1	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	2	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	3	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	4	17	g	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	5	45	na	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	6	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	7	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	8	46	ne	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	9	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	10	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	11	36	x	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	12	eu	pe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	13	22	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	14	ha	da	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	15	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	16	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	17	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	18	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C12	19	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C12	20	17	g	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C13	1	45	na	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C13	2	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C13	3	up	cu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C13	4	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C13	5	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C13	6	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C13	7	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C13	8	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C13	9	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
